ERROR: The process "azure-vnet.exe" not found.
ERROR: The process "azure-vnet-ipam.exe" not found.
Flag --address has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --anonymous-auth has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --authentication-token-webhook has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --authorization-mode has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --cgroups-per-qos has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --client-ca-file has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --cluster-dns has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --cluster-domain has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --enforce-node-allocatable has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --event-qps has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --eviction-hard has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --feature-gates has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --hairpin-mode has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --image-gc-high-threshold has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --image-gc-low-threshold has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --keep-terminated-pod-volumes has been deprecated, will be removed in a future version
Flag --max-pods has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --node-status-update-frequency has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --non-masquerade-cidr has been deprecated, will be removed in a future version
Flag --pod-manifest-path has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --pod-max-pids has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --read-only-port has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --resolv-conf has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --rotate-certificates has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --streaming-connection-idle-timeout has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --system-reserved has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --tls-cert-file has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --tls-cipher-suites has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --tls-private-key-file has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --volume-plugin-dir has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
Flag --volume-plugin-dir has been deprecated, This parameter should be set via the config file specified by the Kubelet's --config flag. See https://kubernetes.io/docs/tasks/administer-cluster/kubelet-config-file/ for more information.
I0531 04:28:52.497666    4464 flags.go:59] FLAG: --add-dir-header="false"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --address="0.0.0.0"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --allowed-unsafe-sysctls="[]"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --alsologtostderr="false"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --anonymous-auth="false"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --authentication-token-webhook="true"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --authentication-token-webhook-cache-ttl="2m0s"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --authorization-mode="Webhook"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --authorization-webhook-cache-authorized-ttl="5m0s"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --authorization-webhook-cache-unauthorized-ttl="30s"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --azure-container-registry-config="c:\\k\\azure.json"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --bootstrap-checkpoint-path=""
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --bootstrap-kubeconfig=""
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --cert-dir="/var/lib/kubelet/pki"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --cgroup-driver="cgroupfs"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --cgroup-root=""
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --cgroups-per-qos="false"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --chaos-chance="0"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --client-ca-file="c:\\k\\ca.crt"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --cloud-config="c:\\k\\azure.json"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --cloud-provider="azure"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --cluster-dns="[10.0.0.10]"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --cluster-domain="cluster.local"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --cni-bin-dir="c:\\k\\azurecni\\bin"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --cni-cache-dir="/var/lib/cni/cache"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --cni-conf-dir="c:\\k\\azurecni\\netconf"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --config=""
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --container-log-max-files="5"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --container-log-max-size="10Mi"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --container-runtime="docker"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --container-runtime-endpoint="npipe:////./pipe/dockershim"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --contention-profiling="false"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --cpu-cfs-quota="true"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --cpu-cfs-quota-period="100ms"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --cpu-manager-policy="none"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --cpu-manager-reconcile-period="10s"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --docker-endpoint=""
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --dynamic-config-dir=""
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --enable-cadvisor-json-endpoints="false"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --enable-controller-attach-detach="true"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --enable-debugging-handlers="true"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --enable-server="true"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --enforce-node-allocatable="[]"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --event-burst="10"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --event-qps="0"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --eviction-hard=""
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --eviction-max-pod-grace-period="0"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --eviction-minimum-reclaim=""
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --eviction-pressure-transition-period="5m0s"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --eviction-soft=""
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --eviction-soft-grace-period=""
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --exit-on-lock-contention="false"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --experimental-allocatable-ignore-eviction="false"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --experimental-bootstrap-kubeconfig=""
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --experimental-check-node-capabilities-before-mount="false"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --experimental-dockershim-root-directory="/var/lib/dockershim"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --experimental-kernel-memcg-notification="false"
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --experimental-mounter-path=""
I0531 04:28:52.524665    4464 flags.go:59] FLAG: --fail-swap-on="true"
